客户ID,网龄(月),月费,总费用,是否有电话服务,是否有网络服务,是否有在线安全服务,是否有技术支持,是否有流媒体电视,合同类型,是否无纸化账单,支付方式,是否流失
CU1469,70,52.99628256966039,3709.739779876227,0,0,0,0,1,年付,0,电子支票,0
CU1470,64,116.89617233857267,7481.355029668651,0,0,0,0,0,两年付,1,银行转账,0
CU1471,35,56.17929270750542,1966.2752447626897,1,1,1,1,1,年付,1,信用卡,0
CU1472,42,92.3453740094127,3878.5057083953334,1,0,1,1,1,两年付,0,银行转账,0
CU1473,1,119.8617973159016,119.8617973159016,1,1,0,0,1,月付,1,银行转账,1
CU1474,15,58.42539592226034,876.3809388339051,1,1,0,0,0,月付,0,电子支票,0
CU1475,32,34.69125495650731,1110.1201586082339,1,0,0,1,0,两年付,0,银行转账,0
CU1476,6,99.91866345407186,599.5119807244312,1,0,1,1,0,两年付,1,信用卡,0
CU1477,63,111.91310993095148,7050.525925649943,1,0,0,1,1,月付,0,银行转账,0
CU1478,23,25.65056819694041,589.9630685296294,0,0,1,1,1,月付,1,邮寄支票,1
CU1479,4,101.70659017114666,406.82636068458663,1,0,0,1,1,月付,0,信用卡,0
CU1480,12,37.76686733261612,453.20240799139344,0,0,1,0,1,两年付,0,信用卡,0
CU1481,41,37.7451892804481,1547.5527604983722,1,1,0,0,1,月付,1,信用卡,1
CU1482,54,112.44614241053937,6072.091690169126,1,0,0,1,0,年付,0,银行转账,1
CU1483,19,85.98573855088569,1633.729032466828,0,1,1,0,1,月付,0,电子支票,0
CU1484,55,111.1239863258617,6111.8192479223935,0,1,0,1,1,月付,0,邮寄支票,0
CU1485,42,25.339855597961353,1064.2739351143769,0,0,0,1,0,两年付,1,银行转账,0
CU1486,50,51.5974142511931,2579.870712559655,1,1,0,1,1,两年付,1,邮寄支票,0
CU1487,43,85.6811982090896,3684.2915229908526,0,1,0,0,0,年付,1,银行转账,1
CU1488,22,33.75554209638516,742.6219261204736,1,0,0,1,1,年付,1,邮寄支票,0
CU1489,71,91.45171516239486,6493.071776530035,0,1,0,0,0,月付,1,信用卡,0
CU1490,29,83.31448059875197,2416.1199373638074,0,0,1,0,0,年付,0,信用卡,0
CU1491,67,86.10336724687379,5768.925605540544,1,0,0,0,0,月付,0,电子支票,1
CU1492,64,30.216824728971208,1933.8767826541573,1,0,1,1,0,年付,0,银行转账,0
CU1493,26,95.31496965730459,2478.1892110899194,1,0,1,1,0,年付,1,银行转账,0
CU1494,63,50.02501845492483,3151.5761626602643,0,0,1,0,0,年付,0,信用卡,0
CU1495,61,74.87897563211882,4567.617513559248,0,0,0,0,1,年付,0,邮寄支票,1
CU1496,33,68.17835584210296,2249.8857427893977,0,1,1,1,1,月付,0,邮寄支票,0
CU1497,15,111.38105818282197,1670.7158727423296,1,1,0,1,0,年付,1,信用卡,0
CU1498,52,50.52736767629942,2627.42311916757,1,0,0,0,1,年付,1,邮寄支票,0
CU1499,46,85.29259143973161,3923.4592062276542,1,0,1,1,1,月付,1,信用卡,0
CU1500,64,93.39973409446203,5977.58298204557,0,1,0,0,0,年付,0,银行转账,0
CU1501,14,118.02533890853569,1652.3547447194996,1,0,1,0,0,年付,1,电子支票,0
CU1502,21,71.55119812643247,1502.5751606550818,0,0,1,1,1,年付,1,邮寄支票,0
CU1503,39,65.23871098897301,2544.3097285699473,0,0,0,1,1,两年付,0,银行转账,0
CU1504,47,60.651643673291325,2850.6272526446924,1,1,0,1,0,两年付,1,银行转账,0
CU1505,67,31.35954015881796,2101.0891906408033,0,0,1,0,0,年付,0,银行转账,0
CU1506,2,37.33367012721345,74.6673402544269,1,1,0,0,0,月付,1,邮寄支票,0
CU1507,49,65.30177676586214,3199.787061527245,0,1,0,0,0,月付,1,银行转账,1
CU1508,55,55.879571242556885,3073.376418340629,1,0,1,0,0,月付,1,信用卡,0
CU1509,65,46.157752786712194,3000.2539311362925,1,1,1,1,1,两年付,1,邮寄支票,0
CU1510,45,118.885974897343,5349.8688703804355,0,1,1,1,1,年付,1,邮寄支票,1
CU1511,32,88.1769829747756,2821.663455192819,1,0,0,0,0,月付,0,银行转账,1
CU1512,70,75.30365565533558,5271.25589587349,0,0,1,1,0,两年付,1,银行转账,1
CU1513,59,20.1394785026934,1188.2292316589105,0,0,0,0,1,年付,0,邮寄支票,0
CU1514,10,87.28370764090302,872.8370764090301,0,1,1,1,1,两年付,0,邮寄支票,0
CU1515,6,118.049871002579,708.299226015474,0,1,0,1,0,两年付,0,银行转账,0
CU1516,31,43.75238098253399,1356.3238104585537,1,1,1,0,0,月付,0,邮寄支票,0
CU1517,38,20.59788943697442,782.7197986050279,0,0,1,1,0,年付,1,电子支票,1
CU1518,11,42.25444724718009,464.798919718981,0,1,1,1,1,月付,1,银行转账,0
CU1519,26,57.00291652506584,1482.075829651712,0,1,0,1,0,两年付,1,银行转账,0
CU1520,47,35.52290089054148,1669.5763418554495,1,1,0,0,1,月付,1,邮寄支票,0
CU1521,69,87.5126300828266,6038.371475715036,1,0,0,1,0,年付,0,邮寄支票,0
CU1522,58,111.09225715395414,6443.3509149293395,1,0,0,1,0,年付,1,信用卡,0
CU1523,68,42.36410279929461,2880.758990352034,0,0,1,0,1,月付,0,邮寄支票,0
CU1524,24,66.74051328417183,1601.772318820124,1,0,1,0,1,月付,1,银行转账,0
CU1525,41,94.75894259055785,3885.1166462128717,1,1,0,0,1,年付,0,电子支票,0
CU1526,56,73.35093651851273,4107.652445036712,0,1,0,1,1,两年付,1,邮寄支票,1
CU1527,43,105.36709280019495,4530.784990408383,1,1,0,0,1,月付,1,电子支票,0
CU1528,7,52.47048499268709,367.29339494880963,1,1,1,0,0,两年付,1,电子支票,0
CU1529,36,47.00937531259534,1692.3375112534322,0,1,0,0,0,两年付,0,信用卡,1
CU1530,48,47.896317623847864,2299.0232459446975,1,1,0,1,0,两年付,1,邮寄支票,0
CU1531,34,42.529420091301354,1446.0002831042461,1,1,1,0,0,两年付,0,银行转账,0
CU1532,38,28.568754170487537,1085.6126584785263,0,0,1,1,1,年付,0,信用卡,0
CU1533,44,56.13571620650649,2469.9715130862855,1,1,1,1,1,月付,0,信用卡,0
CU1534,18,26.436772131960222,475.861898375284,0,1,1,0,0,月付,0,电子支票,0
CU1535,8,29.294250188208665,234.35400150566932,1,1,0,0,1,月付,0,信用卡,0
CU1536,33,103.32836908148799,3409.8361796891036,1,0,0,0,0,月付,0,电子支票,0
CU1537,34,81.41704466339456,2768.179518555415,1,1,0,0,0,月付,0,邮寄支票,1
CU1538,51,101.2687327363729,5164.705369555018,0,1,0,1,1,两年付,0,银行转账,0
CU1539,16,42.381695662633376,678.107130602134,1,0,1,0,0,月付,0,邮寄支票,0
CU1540,62,115.94673515268695,7188.697579466591,1,0,1,0,1,月付,0,电子支票,0
CU1541,7,28.597073024015256,200.17951116810679,1,1,1,0,0,年付,1,邮寄支票,0
CU1542,32,28.67398129322452,917.5674013831847,0,0,1,0,1,月付,0,信用卡,1
CU1543,36,99.9434513340952,3597.9642480274274,0,0,0,0,0,两年付,0,信用卡,0
CU1544,55,52.335680762221926,2878.462441922206,1,0,0,1,0,月付,1,电子支票,0
CU1545,38,97.13760432008758,3691.228964163328,0,1,1,1,0,年付,0,邮寄支票,0
CU1546,20,91.26236466136638,1825.2472932273276,0,1,1,1,1,年付,0,银行转账,0
CU1547,66,80.43297046796806,5308.576050885892,0,0,0,0,1,月付,1,银行转账,1
CU1548,53,88.06599018784424,4667.497479955745,1,1,0,1,1,月付,1,电子支票,1
CU1549,48,34.17505552727274,1640.4026653090914,1,0,0,0,0,年付,0,银行转账,0
CU1550,45,91.47300599263495,4116.285269668573,0,0,0,1,0,两年付,1,邮寄支票,0
CU1551,28,101.87876576226925,2852.605441343539,0,0,0,1,1,两年付,1,信用卡,0
CU1552,10,105.02061360037675,1050.2061360037674,0,1,0,1,0,年付,1,电子支票,0
CU1553,19,24.58331574176044,467.0829990934484,1,1,0,0,1,年付,1,邮寄支票,1
CU1554,19,81.18263219841188,1542.4700117698258,1,0,0,0,0,两年付,0,电子支票,0
CU1555,21,30.39585342142173,638.3129218498564,1,1,1,1,0,两年付,1,信用卡,0
CU1556,35,110.23172133327164,3858.1102466645075,1,1,0,0,1,两年付,1,邮寄支票,0
CU1557,22,46.00986993873392,1012.2171386521462,0,1,1,1,0,年付,1,邮寄支票,0
CU1558,62,24.54847801638144,1522.0056370156494,0,0,0,1,0,年付,0,电子支票,1
CU1559,41,42.12976625580083,1727.320416487834,1,0,0,0,1,两年付,0,电子支票,0
CU1560,66,29.496333287900516,1946.757997001434,1,1,1,0,0,年付,1,邮寄支票,0
CU1561,46,108.19858247277352,4977.134793747582,1,0,0,0,1,两年付,1,银行转账,0
CU1562,23,20.56659553474192,473.0316972990642,1,1,1,0,1,两年付,0,信用卡,0
CU1563,57,24.287217866644923,1384.3714183987606,0,1,1,0,0,月付,1,信用卡,1
CU1564,68,106.34846990795928,7231.695953741231,1,0,1,0,1,两年付,1,邮寄支票,0
CU1565,32,80.44466394591102,2574.2292462691526,0,1,0,0,0,月付,1,电子支票,1
CU1566,40,27.96866082223766,1118.7464328895064,0,0,0,0,1,两年付,1,银行转账,1
CU1567,37,108.01497135581478,3996.5539401651467,1,0,0,0,1,两年付,1,电子支票,1
CU1568,7,60.412562062429714,422.88793443700797,1,0,0,1,1,两年付,1,银行转账,0
CU1569,15,55.83818477268215,837.5727715902323,1,1,0,0,1,月付,1,电子支票,0
CU1570,65,34.221870428162454,2224.4215778305597,1,1,1,0,1,年付,1,邮寄支票,0
CU1571,30,54.36371009225731,1630.9113027677192,1,0,1,0,0,两年付,0,信用卡,0
CU1572,52,79.96279488529582,4158.065334035383,0,1,0,0,1,年付,1,电子支票,1
CU1573,23,60.82243665463483,1398.916043056601,0,1,0,1,1,月付,1,信用卡,0
CU1574,43,111.5460050792122,4796.478218406124,0,0,0,0,0,月付,0,银行转账,1
CU1575,65,28.464032368794083,1850.1621039716154,1,1,1,1,0,两年付,1,信用卡,0
CU1576,46,55.309702640840534,2544.2463214786644,1,1,0,1,1,两年付,1,银行转账,0
CU1577,26,34.9056659840191,907.5473155844967,1,0,0,1,0,两年付,1,邮寄支票,1
CU1578,56,102.31141966112824,5729.439501023182,1,0,1,1,0,年付,1,邮寄支票,0
CU1579,4,32.95896089727323,131.83584358909292,0,0,0,0,1,两年付,1,电子支票,1
CU1580,53,51.04952570174247,2705.624862192351,0,0,1,1,1,两年付,1,邮寄支票,0
CU1581,4,22.746194388354382,90.98477755341753,1,1,0,1,0,月付,1,信用卡,0
CU1582,28,71.06035505521771,1989.689941546096,0,0,0,1,0,两年付,0,电子支票,1
CU1583,57,83.1709711564261,4740.745355916288,0,1,1,1,1,年付,1,邮寄支票,1
CU1584,7,20.970577479718514,146.7940423580296,0,1,1,1,1,两年付,0,电子支票,0
CU1585,59,56.88728916926277,3356.3500609865036,1,0,0,0,1,年付,1,银行转账,0
CU1586,56,110.2641328161709,6174.79143770557,1,1,0,0,0,月付,0,邮寄支票,0
CU1587,60,59.23964258992437,3554.378555395462,1,0,0,0,0,月付,1,银行转账,0
CU1588,65,53.243276298704124,3460.812959415768,1,0,0,1,0,两年付,1,信用卡,0
CU1589,50,108.45394776394284,5422.697388197142,1,0,0,0,0,年付,0,信用卡,0
CU1590,54,104.34177219229704,5634.45569838404,1,1,0,1,1,两年付,0,银行转账,0
CU1591,41,34.57352942677488,1417.5147064977702,1,0,1,1,0,年付,1,电子支票,0
CU1592,66,93.931928881986,6199.507306211076,0,1,1,0,0,月付,1,银行转账,0
CU1593,58,99.11899957562237,5748.901975386098,0,0,0,1,1,年付,1,信用卡,0
CU1594,35,86.1212607930726,3014.244127757541,0,1,0,1,1,月付,1,信用卡,1
CU1595,56,71.5213525068461,4005.1957403833817,0,1,1,1,0,年付,0,银行转账,0
CU1596,48,66.45473967986366,3189.8275046334556,0,0,0,1,1,月付,0,邮寄支票,1
CU1597,15,20.876301087870957,313.14451631806435,1,1,0,1,1,月付,0,邮寄支票,0
CU1598,28,48.631695581076286,1361.687476270136,1,0,0,1,0,月付,1,邮寄支票,1
CU1599,22,79.05581561723838,1739.2279435792443,1,1,0,0,0,年付,0,邮寄支票,0
CU1600,27,85.49725717713602,2308.4259437826727,0,0,0,1,1,两年付,0,信用卡,0
CU1601,1,56.00680533121198,56.00680533121198,0,0,0,0,1,两年付,0,邮寄支票,0
CU1602,56,64.80975131448703,3629.346073611274,1,0,0,1,0,两年付,1,信用卡,0
CU1603,30,105.51020369767436,3165.3061109302307,1,1,0,0,0,年付,0,邮寄支票,0
CU1604,47,116.25120591068233,5463.806677802069,1,1,1,0,1,两年付,1,邮寄支票,1
CU1605,27,30.725046156016703,829.576246212451,0,0,1,0,0,月付,1,银行转账,0
CU1606,62,86.08484080261493,5337.260129762126,0,0,1,0,1,两年付,1,电子支票,0
CU1607,32,94.24561960169652,3015.8598272542886,0,0,0,0,0,两年付,1,银行转账,0
CU1608,52,50.22335562787815,2611.6144926496636,1,1,1,0,0,年付,0,电子支票,0
CU1609,33,58.505469714765816,1930.680500587272,1,1,1,0,0,两年付,1,信用卡,0
CU1610,65,87.44597648053005,5683.988471234453,0,1,1,1,1,两年付,1,信用卡,0
CU1611,10,30.045531585099642,300.45531585099644,1,1,0,0,1,两年付,0,信用卡,0
CU1612,68,113.60941541590002,7725.440248281201,1,1,1,1,1,月付,1,银行转账,0
CU1613,47,21.273116699467703,999.836484874982,1,1,1,1,0,年付,1,信用卡,0
CU1614,31,53.02585552401693,1643.801521244525,0,0,1,1,1,两年付,0,信用卡,0
CU1615,29,59.899864943654414,1737.096083365978,0,1,0,1,1,两年付,1,银行转账,0
CU1616,19,30.98968310148719,588.8039789282566,0,1,0,1,1,月付,1,电子支票,1
CU1617,12,53.85018561731879,646.2022274078255,1,1,1,1,0,年付,1,电子支票,0
CU1618,21,104.81364422461313,2201.086528716876,1,0,0,1,1,年付,1,电子支票,0
CU1619,3,56.83598346389038,170.50795039167113,1,0,0,1,0,两年付,1,信用卡,0
CU1620,39,81.78291264290647,3189.533593073352,0,1,0,0,0,月付,1,电子支票,1
CU1621,52,33.90338954223134,1762.9762561960297,0,1,1,1,1,年付,0,邮寄支票,0
CU1622,56,91.86580194388465,5144.48490885754,0,1,1,0,0,月付,0,银行转账,1
CU1623,34,111.87831914416599,3803.8628509016435,1,0,1,1,1,月付,1,邮寄支票,0
CU1624,50,29.169578984297733,1458.4789492148866,1,1,0,1,0,年付,0,邮寄支票,0
CU1625,50,47.67167398022207,2383.5836990111034,0,1,0,0,1,月付,1,银行转账,1
CU1626,50,45.923293478697005,2296.1646739348503,1,1,1,1,1,两年付,1,邮寄支票,0
CU1627,5,62.76894728993321,313.844736449666,1,1,1,0,1,年付,0,邮寄支票,0
CU1628,66,72.99713051214195,4817.810613801369,0,0,1,1,1,年付,1,信用卡,0
CU1629,55,50.95539697998767,2802.546833899322,0,0,0,1,1,月付,1,电子支票,0
CU1630,49,106.05366871671927,5196.629767119244,1,1,1,1,1,年付,0,邮寄支票,1
CU1631,47,86.67229459131231,4073.5978457916785,0,0,1,0,0,年付,0,银行转账,0
CU1632,60,72.99758505212013,4379.855103127208,1,0,0,1,1,年付,1,信用卡,0
CU1633,40,119.84248043708425,4793.69921748337,0,0,1,1,1,两年付,1,电子支票,0
CU1634,22,118.64647794415016,2610.2225147713034,0,0,0,0,0,两年付,0,银行转账,0
CU1635,62,111.54480525596318,6915.777925869717,0,0,0,1,0,两年付,1,银行转账,0
CU1636,50,29.14387586971872,1457.1937934859359,0,0,0,1,1,月付,0,信用卡,0
CU1637,18,119.70039081130034,2154.607034603406,1,0,1,0,0,两年付,1,电子支票,0
CU1638,65,59.14719626350934,3844.567757128107,1,1,1,0,0,月付,1,邮寄支票,0
CU1639,16,105.18444491509027,1682.9511186414443,1,0,0,1,1,年付,0,邮寄支票,0
CU1640,26,112.37335777148445,2921.707302058596,0,0,1,0,1,年付,0,信用卡,0
CU1641,24,119.58301569667978,2869.9923767203145,0,1,1,0,1,年付,0,邮寄支票,0
CU1642,66,101.61406133800382,6706.528048308252,0,1,0,1,1,月付,1,银行转账,1
CU1643,59,36.16575379384262,2133.7794738367147,1,0,0,1,1,月付,0,电子支票,0
CU1644,71,95.43905986546042,6776.1732504476895,1,0,0,1,0,月付,1,银行转账,0
CU1645,37,103.19530024411873,3818.2261090323927,1,1,1,0,0,两年付,1,电子支票,0
CU1646,52,66.56283501628849,3461.2674208470016,0,0,1,1,0,年付,0,信用卡,0
CU1647,19,58.92820309578189,1119.635858819856,0,1,0,1,0,两年付,0,信用卡,1
CU1648,70,73.85383751378383,5169.768625964868,1,0,1,1,1,两年付,0,邮寄支票,1
CU1649,35,29.190549961759242,1021.6692486615734,1,1,1,1,1,两年付,0,电子支票,0
CU1650,14,108.89313988653731,1524.5039584115225,0,1,1,0,0,年付,1,电子支票,0
CU1651,5,35.299064582450505,176.49532291225253,1,1,0,0,0,月付,0,银行转账,0
CU1652,66,96.33628875309691,6358.195057704396,0,1,0,0,0,月付,0,电子支票,1
CU1653,59,102.26032960789033,6033.359446865529,0,0,1,0,0,年付,0,银行转账,0
CU1654,55,47.990355344849306,2639.4695439667116,1,0,1,1,0,月付,0,信用卡,0
CU1655,50,60.05391270726717,3002.6956353633586,0,1,1,1,0,年付,0,银行转账,1
CU1656,57,21.71625976722992,1237.8268067321055,1,1,1,0,1,两年付,0,信用卡,0
CU1657,28,50.62096748972,1417.38708971216,1,0,0,0,1,两年付,1,邮寄支票,0
CU1658,16,97.87689592052294,1566.030334728367,0,1,0,1,1,年付,0,信用卡,0
CU1659,15,22.301965561070308,334.52948341605463,0,1,1,0,1,月付,0,电子支票,1
CU1660,45,114.82429357891283,5167.093211051078,1,1,1,0,0,两年付,1,银行转账,0
CU1661,64,92.88969649460859,5944.9405756549495,1,0,0,1,1,年付,0,电子支票,0
CU1662,53,20.59210069550881,1091.381336861967,0,1,0,1,1,年付,0,邮寄支票,0
CU1663,14,111.42335248220712,1559.9269347508998,0,0,0,0,1,月付,1,银行转账,1
CU1664,53,62.00356031696383,3286.1886967990827,0,0,1,1,0,月付,0,银行转账,1
CU1665,20,93.92867662029762,1878.5735324059524,0,1,0,0,1,月付,0,银行转账,1
CU1666,67,92.84540560590166,6220.642175595412,1,1,1,0,0,两年付,1,电子支票,0
CU1667,43,40.26178768530332,1731.2568704680427,1,0,0,0,0,两年付,0,银行转账,0
CU1668,23,57.813734588519,1329.7158955359369,0,0,0,1,1,月付,1,银行转账,1
CU1669,23,53.069874835520565,1220.607121216973,0,1,0,1,1,月付,0,电子支票,1
CU1670,9,38.456114048501064,346.10502643650955,1,1,0,0,0,月付,0,银行转账,0
CU1671,65,95.82152541461252,6228.399151949814,0,1,1,0,1,月付,0,信用卡,1
CU1672,17,46.65558774131736,793.1449916023952,0,1,1,0,0,两年付,1,邮寄支票,0
CU1673,48,49.551574220292764,2378.4755625740527,0,0,0,0,0,月付,0,电子支票,0
CU1674,15,74.32034370727743,1114.8051556091614,0,1,0,0,1,年付,0,电子支票,0
CU1675,63,55.029421349939504,3466.8535450461886,1,0,0,0,1,月付,1,电子支票,0
CU1676,35,103.7151221779376,3630.029276227816,1,1,0,1,1,月付,1,银行转账,0
CU1677,32,99.80700849892834,3193.824271965707,0,0,0,1,1,两年付,1,电子支票,0
CU1678,18,31.05347761538058,558.9625970768504,0,0,0,0,0,年付,1,邮寄支票,0
CU1679,43,68.23664384398452,2934.1756852913345,1,0,1,1,1,年付,0,银行转账,0
CU1680,32,115.20857053239615,3686.674257036677,0,0,0,1,0,两年付,1,银行转账,0
CU1681,1,110.89803526905898,110.89803526905898,1,1,0,0,1,两年付,1,银行转账,1
CU1682,36,87.61831378933445,3154.2592964160403,1,1,0,0,1,月付,0,信用卡,1
CU1683,67,75.65382586098306,5068.8063326858655,1,1,0,1,0,两年付,0,电子支票,1
CU1684,35,27.425323124705773,959.886309364702,0,0,0,0,1,年付,1,信用卡,0
CU1685,65,42.526867308561684,2764.2463750565094,1,1,1,0,1,年付,0,银行转账,0
CU1686,68,53.16355388797668,3615.1216643824146,0,1,1,0,0,两年付,0,电子支票,0
CU1687,30,50.812462079274084,1524.3738623782226,1,1,0,0,0,年付,1,邮寄支票,0
CU1688,64,59.491061473731826,3807.427934318837,1,0,1,0,1,两年付,1,信用卡,0
CU1689,3,70.61074080146443,211.8322224043933,1,0,0,0,0,两年付,1,银行转账,0
CU1690,16,69.36215859031535,1109.7945374450455,1,0,0,1,1,两年付,0,邮寄支票,0
CU1691,32,117.12993866434668,3748.158037259094,0,0,0,0,0,两年付,0,信用卡,0
CU1692,60,66.04873323929536,3962.9239943577213,0,1,0,0,1,月付,0,银行转账,0
CU1693,34,67.27934548040663,2287.4977463338255,0,1,1,1,1,两年付,1,邮寄支票,0
CU1694,54,109.57519204956176,5917.060370676335,1,1,0,0,0,年付,0,银行转账,1
CU1695,27,117.28129624594402,3166.5949986404885,1,0,0,0,1,月付,0,邮寄支票,1
CU1696,33,49.682872151324275,1639.5347809937011,0,1,0,1,1,两年付,0,电子支票,0
CU1697,37,102.35832889435126,3787.2581690909965,0,1,1,0,1,月付,1,信用卡,1
CU1698,22,100.71788505796329,2215.793471275192,0,0,1,1,1,年付,0,邮寄支票,0
CU1699,1,61.11000967188334,61.11000967188334,0,0,0,1,1,两年付,1,电子支票,0
CU1700,65,112.84178014287535,7334.715709286897,0,0,0,1,0,年付,0,银行转账,0
CU1701,56,53.3583749210136,2988.0689955767616,1,0,0,1,1,年付,1,邮寄支票,0
CU1702,27,25.743907270782877,695.0854963111377,0,0,1,1,0,两年付,1,银行转账,0
CU1703,41,42.24975326872497,1732.2398840177239,0,1,1,0,0,年付,1,电子支票,0
CU1704,5,116.87587499944483,584.3793749972242,1,1,1,1,1,两年付,1,电子支票,0
CU1705,19,108.47170985177613,2060.9624871837464,1,1,1,0,0,年付,0,银行转账,1
CU1706,8,40.206258438575986,321.6500675086079,1,0,0,1,0,月付,0,邮寄支票,1
CU1707,60,21.124777287434753,1267.4866372460851,1,0,0,0,1,月付,0,银行转账,0
CU1708,15,46.94918981943928,704.2378472915892,1,1,0,1,1,年付,0,邮寄支票,0
CU1709,29,110.37758647121808,3200.9500076653244,1,0,1,0,1,月付,0,电子支票,0
CU1710,59,109.28273313498724,6447.681254964247,1,0,1,0,0,两年付,0,电子支票,0
CU1711,32,88.59296255541012,2834.974801773124,1,0,1,0,0,年付,0,信用卡,0
CU1712,49,23.870510902870194,1169.6550342406395,1,0,1,0,1,月付,0,邮寄支票,1
CU1713,19,91.83847306223777,1744.9309881825175,1,0,0,1,0,月付,0,银行转账,0
CU1714,49,34.2956862141856,1680.4886244950944,0,0,1,0,1,月付,0,邮寄支票,0
CU1715,60,107.34703827471682,6440.822296483009,0,0,0,1,0,两年付,0,电子支票,1
CU1716,24,21.070720052658547,505.69728126380517,0,0,1,0,1,月付,0,银行转账,1
CU1717,32,46.65240721491463,1492.8770308772682,1,1,0,0,0,月付,0,信用卡,0
CU1718,11,92.35179978030664,1015.8697975833729,0,0,1,0,0,月付,0,银行转账,0
CU1719,62,73.88218530297807,4580.6954887846405,0,0,1,1,0,两年付,1,银行转账,0
CU1720,15,97.31343708746134,1459.70155631192,0,1,1,0,1,年付,0,电子支票,0
CU1721,35,61.930977450507434,2167.5842107677604,0,0,0,1,0,月付,1,电子支票,0
CU1722,53,94.1165505858547,4988.177181050299,1,1,1,1,0,两年付,1,银行转账,0
CU1723,64,85.30365320801246,5459.433805312798,0,0,1,0,1,月付,1,邮寄支票,1
CU1724,49,102.11371544001855,5003.572056560909,0,1,0,1,0,月付,0,电子支票,1
CU1725,33,32.74883598445249,1080.711587486932,0,1,1,0,0,两年付,1,电子支票,0
CU1726,42,81.15512320662947,3408.5151746784377,1,0,1,1,1,月付,1,邮寄支票,0
CU1727,7,41.22496332473453,288.57474327314173,1,1,0,1,1,月付,0,银行转账,1
CU1728,22,45.22596396607396,994.9712072536272,0,0,0,1,1,年付,0,信用卡,0
CU1729,52,48.67626884740516,2531.165980065068,0,1,0,1,0,月付,1,电子支票,1
CU1730,28,110.6215777302437,3097.404176446824,1,1,0,0,0,年付,1,银行转账,0
CU1731,10,101.74853591851421,1017.4853591851421,1,0,1,1,1,月付,0,银行转账,0
CU1732,71,100.01856544000196,7101.31814624014,1,1,1,1,0,月付,0,邮寄支票,1
CU1733,69,29.114943643824148,2008.9311114238662,0,1,0,0,0,两年付,0,银行转账,0
CU1734,44,96.23178383386337,4234.198488689988,1,1,0,0,1,年付,1,信用卡,0
CU1735,39,88.52299357703203,3452.396749504249,0,0,1,1,0,年付,1,银行转账,0
CU1736,7,97.91426512359664,685.3998558651765,0,0,0,1,0,两年付,1,电子支票,0
CU1737,30,118.80113307746318,3564.0339923238953,1,0,1,1,0,年付,0,电子支票,1
CU1738,57,106.81525883131498,6088.469753384954,0,0,1,1,0,两年付,1,邮寄支票,0
CU1739,55,39.290973569347884,2161.0035463141335,0,0,0,0,0,两年付,0,银行转账,1
CU1740,45,34.39808693544261,1547.9139120949176,0,1,1,0,0,年付,0,信用卡,0
CU1741,9,31.67240249799012,285.05162248191107,0,1,1,1,1,两年付,0,银行转账,0
CU1742,64,65.1497335456229,4169.582946919865,1,0,1,0,0,两年付,0,银行转账,0
CU1743,42,73.00079773488741,3066.0335048652714,1,1,1,0,1,年付,0,信用卡,0
CU1744,50,76.96401866002597,3848.2009330012984,1,1,1,1,0,年付,1,电子支票,1
CU1745,10,57.561584579143585,575.6158457914358,1,1,0,0,1,年付,0,电子支票,0
CU1746,5,64.425079479211,322.12539739605506,0,0,1,1,1,年付,1,电子支票,0
CU1747,37,41.55278344449718,1537.4529874463956,1,0,1,0,1,年付,1,信用卡,0
CU1748,65,72.15330992712764,4689.965145263296,1,0,0,0,0,年付,1,电子支票,1
CU1749,33,30.009101541231313,990.3003508606333,0,0,1,1,1,月付,1,电子支票,0
CU1750,68,89.05125634157781,6055.485431227291,0,1,1,1,1,两年付,0,电子支票,0
CU1751,62,41.95094598790021,2600.958651249813,0,1,1,1,0,两年付,0,电子支票,0
CU1752,62,20.54586089412846,1273.8433754359644,0,0,0,0,0,两年付,0,电子支票,0
CU1753,49,111.01794113562875,5439.879115645808,1,1,1,0,0,两年付,0,信用卡,0
CU1754,31,102.80654653249499,3187.002942507345,1,1,0,0,0,两年付,0,银行转账,0
CU1755,9,23.382507944285873,210.44257149857285,0,1,0,1,1,年付,0,信用卡,0
CU1756,52,115.55511487010801,6008.865973245616,1,1,1,1,0,年付,1,信用卡,0
CU1757,52,32.48247367157291,1689.0886309217915,1,0,1,1,1,两年付,1,邮寄支票,0
CU1758,59,44.422855172138284,2620.9484551561586,1,1,1,0,0,月付,0,电子支票,0
CU1759,30,115.33303502686653,3459.9910508059957,0,0,1,1,0,两年付,1,信用卡,0
CU1760,14,80.5777420402004,1128.0883885628057,0,1,0,0,0,月付,0,银行转账,0
CU1761,23,48.38530828424383,1112.862090537608,1,1,1,1,0,月付,0,邮寄支票,0
CU1762,29,84.33929107404128,2445.8394411471972,0,0,0,1,0,年付,1,电子支票,1
CU1763,53,112.59226448839726,5967.3900178850545,1,0,0,1,1,两年付,1,电子支票,0
CU1764,25,51.55180441710489,1288.7951104276221,0,0,1,0,0,月付,0,信用卡,0
CU1765,14,82.7100407854757,1157.9405709966597,1,0,0,0,0,月付,1,信用卡,0
CU1766,16,57.64415400761879,922.3064641219006,0,0,0,0,0,月付,0,电子支票,1
CU1767,18,94.17682574296691,1695.1828633734044,1,1,0,1,1,月付,0,信用卡,1
CU1768,56,71.72984919580395,4016.8715549650215,0,0,1,1,0,月付,1,电子支票,0
CU1769,6,59.9239387088294,359.5436322529764,1,0,0,1,1,月付,0,信用卡,1
