用户ID,实验分组,年龄段,性别,设备类型,页面停留时间(秒),是否转化,点击次数
AB05947,A组(对照组),45+,男,iOS,86.79293247205817,1,4
AB05948,B组(实验组),18-24,男,Android,43.05657127505093,0,7
AB05949,A组(对照组),18-24,女,Android,157.54286680827124,0,6
AB05950,A组(对照组),35-44,男,iOS,5.311943936941811,0,4
AB05951,A组(对照组),18-24,男,iOS,206.92475342503084,0,4
AB05952,A组(对照组),18-24,男,PC,11.549855179525014,1,8
AB05953,B组(实验组),18-24,男,PC,14.482663255376215,0,6
AB05954,B组(实验组),18-24,男,PC,190.03203385099928,0,7
AB05955,B组(实验组),35-44,男,Android,35.339807446339144,0,5
AB05956,A组(对照组),18-24,男,PC,90.17855906706902,0,8
AB05957,B组(实验组),35-44,男,iOS,51.67559014155937,0,4
AB05958,B组(实验组),45+,男,PC,1.1735875794802373,0,5
AB05959,B组(实验组),35-44,男,Android,12.922459516929283,0,6
AB05960,A组(对照组),25-34,女,iOS,38.89387105527186,1,1
AB05961,B组(实验组),45+,男,PC,10.58992022041355,0,5
AB05962,A组(对照组),35-44,女,PC,109.15779534901421,0,8
AB05963,A组(对照组),18-24,女,iOS,156.69778707777482,1,4
AB05964,A组(对照组),25-34,男,Android,37.94445407362778,0,2
AB05965,A组(对照组),45+,男,iOS,2.574351189063425,0,5
AB05966,B组(实验组),18-24,女,PC,90.26256888351325,0,7
AB05967,B组(实验组),45+,男,PC,52.26673777236277,0,5
AB05968,A组(对照组),35-44,女,PC,34.97460219831346,0,4
AB05969,A组(对照组),18-24,男,Android,2.728389661169176,0,2
AB05970,A组(对照组),45+,女,Android,94.53050711856356,0,5
AB05971,B组(实验组),18-24,女,iOS,1.872431321427502,0,5
AB05972,B组(实验组),45+,女,iOS,3.9007599701566247,0,4
AB05973,B组(实验组),45+,女,iOS,74.60990259453989,0,3
AB05974,A组(对照组),25-34,男,Android,58.521793146766896,0,3
AB05975,A组(对照组),25-34,男,iOS,156.61337867929635,1,5
AB05976,B组(实验组),45+,女,Android,7.409314385335208,0,9
AB05977,B组(实验组),18-24,女,PC,24.931540969444065,0,2
AB05978,B组(实验组),35-44,女,Android,93.83688259578221,0,8
AB05979,B组(实验组),18-24,男,iOS,74.62791608822485,0,5
AB05980,A组(对照组),45+,女,PC,36.123288225315974,0,6
AB05981,A组(对照组),18-24,女,Android,30.725471807329697,0,3
AB05982,B组(实验组),35-44,女,iOS,49.493058446405975,0,3
AB05983,B组(实验组),18-24,男,PC,57.054500300791055,0,3
AB05984,B组(实验组),18-24,男,PC,66.23672064882139,0,4
AB05985,B组(实验组),45+,女,Android,28.86401967997638,0,2
AB05986,A组(对照组),18-24,女,iOS,181.2391041135861,0,4
AB05987,B组(实验组),45+,男,Android,42.458620040384496,1,8
AB05988,B组(实验组),18-24,女,PC,37.486810793469324,0,3
AB05989,A组(对照组),35-44,男,iOS,113.92108879373346,0,6
AB05990,A组(对照组),25-34,女,iOS,70.32678833892564,0,1
AB05991,A组(对照组),35-44,女,iOS,247.95196724354466,1,4
AB05992,B组(实验组),25-34,男,PC,5.193123220195691,0,5
AB05993,B组(实验组),35-44,男,iOS,78.68148515930469,0,5
AB05994,A组(对照组),45+,男,iOS,74.39285598788481,0,7
AB05995,B组(实验组),18-24,女,iOS,86.12302108543612,0,5
AB05996,A组(对照组),45+,男,iOS,19.112495680685633,0,6
AB05997,A组(对照组),45+,女,iOS,5.165886842017888,0,9
AB05998,B组(实验组),35-44,女,Android,98.7626136695747,0,7
AB05999,B组(实验组),45+,男,Android,20.841273482529456,0,11
AB06000,A组(对照组),18-24,男,Android,0.3461102351570245,0,7
AB06001,B组(实验组),35-44,男,Android,8.868998332254062,0,7
AB06002,B组(实验组),35-44,男,iOS,28.47322363723037,0,6
AB06003,A组(对照组),18-24,女,Android,73.47817756336735,0,3
AB06004,A组(对照组),25-34,女,PC,114.7972624688872,0,4
AB06005,A组(对照组),25-34,女,PC,61.77978401494795,0,6
AB06006,A组(对照组),18-24,女,iOS,3.240236625655143,0,5
AB06007,A组(对照组),25-34,男,iOS,108.60077304093221,1,3
AB06008,B组(实验组),45+,女,iOS,41.21495747120197,0,5
AB06009,B组(实验组),18-24,女,iOS,188.75615140150543,0,2
AB06010,A组(对照组),18-24,男,iOS,41.366819031711856,0,8
AB06011,A组(对照组),18-24,男,Android,30.957780754366432,0,10
AB06012,B组(实验组),35-44,女,iOS,52.56515963394411,0,6
AB06013,A组(对照组),35-44,女,PC,24.891831864973792,0,5
AB06014,A组(对照组),25-34,男,Android,50.981982713540255,0,2
AB06015,B组(实验组),18-24,男,Android,58.185693152494814,0,2
AB06016,A组(对照组),25-34,女,iOS,15.08731684694685,0,3
AB06017,A组(对照组),25-34,女,PC,300.1847753457485,0,8
AB06018,B组(实验组),35-44,女,iOS,31.205026289309643,0,4
AB06019,A组(对照组),18-24,女,Android,162.28835004684396,0,6
AB06020,B组(实验组),18-24,女,iOS,50.80994286876987,0,7
AB06021,A组(对照组),18-24,女,PC,35.5445706412981,0,4
AB06022,B组(实验组),35-44,男,Android,5.989894065288819,0,6
AB06023,A组(对照组),18-24,女,PC,152.97031078209753,0,3
AB06024,A组(对照组),18-24,男,iOS,1.926555220922235,0,7
AB06025,A组(对照组),25-34,女,PC,77.98723344535897,0,6
AB06026,A组(对照组),18-24,男,iOS,7.165967841638109,0,5
AB06027,A组(对照组),25-34,女,iOS,18.84604876225052,0,6
AB06028,B组(实验组),18-24,女,iOS,10.584986199841333,0,5
AB06029,A组(对照组),45+,女,iOS,88.57580165971325,0,6
AB06030,A组(对照组),35-44,男,iOS,115.00257067402474,0,6
AB06031,A组(对照组),18-24,男,iOS,5.9583905128607295,0,4
AB06032,A组(对照组),35-44,男,PC,35.55910682749236,0,3
AB06033,A组(对照组),18-24,女,iOS,3.0767549214631478,0,5
AB06034,B组(实验组),25-34,男,PC,107.97596799992019,0,3
AB06035,A组(对照组),18-24,男,PC,63.90865715913396,0,9
AB06036,B组(实验组),45+,男,PC,25.99108780901293,0,5
AB06037,B组(实验组),18-24,女,Android,39.3793495730884,0,5
AB06038,A组(对照组),45+,男,iOS,29.153180884156754,0,5
AB06039,B组(实验组),18-24,女,Android,36.545334820198114,0,4
AB06040,A组(对照组),18-24,男,Android,120.40745535315273,0,8
AB06041,B组(实验组),18-24,女,Android,43.896497265730375,0,3
AB06042,A组(对照组),45+,女,Android,32.250345306922135,0,7
AB06043,A组(对照组),35-44,女,iOS,21.16556184628975,0,3
AB06044,A组(对照组),45+,男,iOS,1.6216105647391281,0,8
AB06045,B组(实验组),45+,女,Android,187.16255698509707,0,6
AB06046,A组(对照组),18-24,女,PC,26.99754094089211,0,1
AB06047,A组(对照组),25-34,男,iOS,23.993241946809857,0,3
AB06048,A组(对照组),18-24,女,Android,67.47618930227176,0,5
AB06049,A组(对照组),45+,男,PC,26.732393880442846,0,5
AB06050,A组(对照组),18-24,男,PC,13.252908061204613,0,2
AB06051,B组(实验组),45+,男,PC,75.68090387475205,0,3
AB06052,A组(对照组),18-24,女,iOS,52.325093470750694,0,6
AB06053,B组(实验组),25-34,女,iOS,25.572922625916725,1,4
AB06054,A组(对照组),45+,女,Android,6.6844695110291665,0,2
AB06055,A组(对照组),25-34,男,iOS,6.665970184154594,0,4
AB06056,A组(对照组),18-24,女,PC,1.264516506848597,0,1
AB06057,B组(实验组),35-44,男,Android,523.0615160999815,0,3
AB06058,B组(实验组),25-34,女,Android,20.41952575204556,0,6
AB06059,A组(对照组),35-44,男,Android,23.391870077176844,0,6
AB06060,A组(对照组),18-24,男,Android,475.9683930847111,1,2
AB06061,A组(对照组),18-24,女,Android,4.103134939605342,0,1
AB06062,A组(对照组),35-44,男,Android,48.69296696524177,0,7
AB06063,B组(实验组),25-34,女,iOS,136.11841152035427,0,7
AB06064,B组(实验组),45+,女,iOS,2.3771136054046536,0,5
AB06065,A组(对照组),18-24,女,PC,21.61464074061902,0,4
AB06066,B组(实验组),18-24,女,iOS,39.10515425970102,1,7
AB06067,A组(对照组),45+,女,PC,215.58432776899662,1,2
AB06068,B组(实验组),35-44,男,PC,189.33556729458613,0,6
AB06069,A组(对照组),25-34,男,PC,20.352275662676803,0,8
AB06070,B组(实验组),18-24,男,Android,9.091797072267997,0,3
AB06071,A组(对照组),35-44,女,PC,58.91334049590725,1,5
AB06072,B组(实验组),25-34,女,PC,8.898003409518738,0,5
AB06073,A组(对照组),45+,女,PC,23.17215598032056,0,7
AB06074,A组(对照组),18-24,男,Android,19.560380213509163,0,4
AB06075,B组(实验组),25-34,女,Android,12.020505418898386,0,10
AB06076,A组(对照组),25-34,男,iOS,33.98012034985945,0,6
AB06077,B组(实验组),25-34,女,Android,14.372722829838878,0,2
AB06078,A组(对照组),35-44,男,Android,46.941304397643236,0,3
AB06079,B组(实验组),18-24,女,iOS,10.549638377363722,0,5
AB06080,A组(对照组),45+,女,Android,122.63105903483213,0,4
AB06081,A组(对照组),35-44,女,iOS,16.053685234723236,0,6
AB06082,B组(实验组),18-24,女,iOS,148.33232725184698,0,1
AB06083,A组(对照组),25-34,女,iOS,122.71023885208197,1,6
AB06084,B组(实验组),25-34,女,Android,59.79153634893086,0,4
AB06085,A组(对照组),45+,男,iOS,132.72531649955644,0,7
AB06086,B组(实验组),18-24,男,iOS,25.961065527531908,0,5
AB06087,A组(对照组),45+,男,iOS,267.54581129237306,0,5
AB06088,A组(对照组),18-24,男,Android,59.34973825459231,0,4
AB06089,A组(对照组),35-44,女,Android,41.168157267153944,1,3
AB06090,B组(实验组),18-24,女,Android,127.69680967895013,0,4
AB06091,A组(对照组),25-34,男,Android,132.72502371414498,1,5
AB06092,A组(对照组),18-24,男,Android,37.51051783777028,0,8
AB06093,A组(对照组),35-44,男,PC,8.706603869841237,0,6
AB06094,A组(对照组),25-34,女,Android,8.650873517304056,0,1
AB06095,A组(对照组),18-24,男,Android,122.24260997092485,0,6
AB06096,B组(实验组),25-34,男,Android,31.670036274022042,0,6
AB06097,B组(实验组),18-24,女,Android,45.342252380776976,0,5
AB06098,A组(对照组),25-34,男,PC,234.79227089299775,0,4
AB06099,B组(实验组),45+,女,Android,35.5727781688128,1,2
AB06100,A组(对照组),45+,男,Android,52.03359118009723,0,3
AB06101,B组(实验组),45+,女,iOS,19.16869534092148,0,5
AB06102,B组(实验组),25-34,女,iOS,243.07171354443992,0,4
AB06103,B组(实验组),18-24,女,Android,27.678368140353374,0,6
AB06104,A组(对照组),45+,男,iOS,26.31094141989041,0,8
AB06105,B组(实验组),45+,女,PC,36.12848757701953,0,1
AB06106,B组(实验组),25-34,女,PC,83.1650228405911,0,7
AB06107,A组(对照组),18-24,男,Android,14.777259571166471,0,4
AB06108,A组(对照组),45+,男,PC,24.734822852853046,0,8
AB06109,B组(实验组),25-34,女,PC,123.676318301389,0,5
AB06110,B组(实验组),35-44,女,iOS,84.18172304430297,0,9
AB06111,A组(对照组),25-34,男,PC,82.27918159905292,0,5
AB06112,B组(实验组),18-24,男,PC,53.60403876033027,0,6
AB06113,B组(实验组),18-24,女,iOS,21.36016652463977,0,8
AB06114,A组(对照组),25-34,男,Android,36.632835566686225,0,5
AB06115,B组(实验组),45+,女,PC,58.896792604404986,0,5
AB06116,B组(实验组),45+,女,PC,2.0262729104445443,0,6
AB06117,B组(实验组),25-34,女,iOS,229.72518763181023,1,8
AB06118,B组(实验组),18-24,女,Android,45.356716392014384,0,4
AB06119,B组(实验组),18-24,女,PC,51.54989074691515,0,2
AB06120,A组(对照组),35-44,男,Android,43.32449928365361,0,4
AB06121,A组(对照组),45+,女,Android,98.6994328263854,0,2
AB06122,A组(对照组),45+,女,Android,23.01016122248147,0,1
AB06123,B组(实验组),45+,女,Android,112.5297467561997,1,0
AB06124,A组(对照组),25-34,女,Android,17.95878473369559,0,4
AB06125,A组(对照组),35-44,男,Android,76.52371317117891,0,3
AB06126,B组(实验组),18-24,男,Android,6.907580760507271,0,3
AB06127,A组(对照组),35-44,女,PC,9.865823477932553,0,3
AB06128,B组(实验组),18-24,女,Android,131.1986688330865,0,6
AB06129,B组(实验组),25-34,女,Android,142.83361694434961,1,5
AB06130,A组(对照组),35-44,女,iOS,21.626237757943958,0,0
AB06131,B组(实验组),45+,女,iOS,143.39254923863953,0,3
AB06132,A组(对照组),25-34,男,PC,74.59722288587595,0,3
AB06133,B组(实验组),35-44,男,PC,107.62153892970528,0,4
AB06134,A组(对照组),35-44,女,Android,57.45449343285649,0,6
AB06135,B组(实验组),45+,男,PC,72.6548628541725,0,3
AB06136,A组(对照组),18-24,男,Android,48.04089800953901,0,4
AB06137,B组(实验组),18-24,男,iOS,90.38917175783698,0,5
AB06138,A组(对照组),35-44,女,PC,15.973575569329967,0,9
AB06139,B组(实验组),25-34,女,PC,130.40212877149003,1,4
AB06140,A组(对照组),18-24,女,PC,16.249722893856273,0,6
AB06141,A组(对照组),35-44,女,iOS,132.24223867094673,0,3
AB06142,A组(对照组),18-24,男,Android,82.21346933390932,1,1
AB06143,B组(实验组),25-34,女,Android,49.554286758462965,0,6
AB06144,B组(实验组),35-44,女,Android,10.77707029233552,0,10
AB06145,A组(对照组),18-24,女,iOS,64.05680167213056,0,7
AB06146,A组(对照组),35-44,女,iOS,79.76205715880138,0,4
AB06147,B组(实验组),45+,男,iOS,15.437512386720368,0,7
AB06148,A组(对照组),25-34,男,PC,7.826985180348215,0,7
AB06149,A组(对照组),25-34,女,iOS,32.95810680074645,0,6
AB06150,B组(实验组),25-34,女,Android,121.89735378236286,1,6
AB06151,B组(实验组),45+,男,PC,73.84288264316669,0,1
AB06152,B组(实验组),35-44,男,PC,39.870871536082674,0,5
AB06153,A组(对照组),35-44,男,Android,50.72512348722745,0,3
AB06154,B组(实验组),18-24,男,iOS,1.3142465447614258,0,3
AB06155,B组(实验组),18-24,女,Android,150.9259605920575,0,12
AB06156,B组(实验组),45+,男,Android,12.81209746041167,0,4
AB06157,B组(实验组),18-24,女,iOS,129.80125684219786,0,5
AB06158,B组(实验组),35-44,女,PC,226.5055470018008,0,4
AB06159,B组(实验组),35-44,女,PC,34.247603589163454,0,5
AB06160,A组(对照组),25-34,男,PC,122.98167340477421,0,2
AB06161,A组(对照组),18-24,女,PC,18.48202180235983,0,5
AB06162,A组(对照组),35-44,女,iOS,30.801422910231185,0,8
AB06163,B组(实验组),18-24,男,iOS,49.70327567368708,0,8
AB06164,B组(实验组),35-44,女,Android,17.776744208053287,0,7
AB06165,A组(对照组),18-24,男,iOS,17.651605713356982,0,3
AB06166,A组(对照组),25-34,男,Android,112.2239859265554,1,8
AB06167,B组(实验组),25-34,女,PC,196.82402307740847,0,4
AB06168,B组(实验组),35-44,女,Android,40.74961439809527,0,2
AB06169,A组(对照组),25-34,男,PC,52.203150371204096,0,6
AB06170,B组(实验组),45+,男,Android,92.17387768531145,1,5
AB06171,B组(实验组),35-44,男,iOS,4.9916813674107345,0,10
AB06172,B组(实验组),25-34,男,PC,36.581713989452226,0,8
AB06173,B组(实验组),45+,男,PC,29.97858459844079,1,6
AB06174,B组(实验组),25-34,女,PC,8.113958250905881,0,5
AB06175,B组(实验组),45+,女,PC,17.408324758747654,0,6
AB06176,B组(实验组),45+,女,Android,33.72671799695889,0,4
AB06177,A组(对照组),45+,女,iOS,99.65724809180165,0,7
AB06178,A组(对照组),18-24,女,Android,184.01859473253901,0,3
AB06179,A组(对照组),35-44,男,iOS,31.852126927490854,0,2
AB06180,B组(实验组),45+,女,Android,95.28324189652737,0,7
AB06181,B组(实验组),25-34,女,iOS,20.583468274928258,0,4
AB06182,A组(对照组),18-24,女,PC,197.4300319391658,0,9
AB06183,B组(实验组),45+,男,iOS,82.47826878591212,1,7
AB06184,B组(实验组),35-44,男,PC,8.443882970497459,0,8
AB06185,A组(对照组),18-24,女,PC,26.936445248551575,0,4
AB06186,B组(实验组),25-34,女,PC,14.63704193474126,0,6
AB06187,B组(实验组),35-44,男,PC,4.82390228799789,0,5
AB06188,A组(对照组),25-34,女,iOS,73.56622328594494,0,4
AB06189,B组(实验组),35-44,男,iOS,171.32255876717096,0,5
AB06190,A组(对照组),35-44,男,PC,8.283619474063189,0,5
AB06191,B组(实验组),25-34,男,PC,2.9633551088489023,0,2
AB06192,B组(实验组),18-24,女,Android,114.30230975955932,0,6
AB06193,A组(对照组),35-44,男,iOS,33.783357170220725,0,9
AB06194,A组(对照组),18-24,女,Android,25.892798561696992,0,8
AB06195,B组(实验组),35-44,女,iOS,217.46745221833322,0,2
AB06196,B组(实验组),35-44,男,iOS,39.52370685576479,0,6
AB06197,B组(实验组),25-34,男,PC,1.5408999170157576,0,2
AB06198,B组(实验组),35-44,女,PC,9.793039790883624,0,5
AB06199,B组(实验组),25-34,男,Android,98.12607416120578,0,6
AB06200,A组(对照组),35-44,女,Android,52.89448494398846,0,3
AB06201,A组(对照组),35-44,男,PC,9.723320012375716,0,3
AB06202,B组(实验组),18-24,男,Android,59.82797362267147,0,3
AB06203,A组(对照组),45+,男,PC,35.886179815493506,1,4
AB06204,B组(实验组),25-34,男,iOS,45.160348214435786,0,4
AB06205,B组(实验组),18-24,男,Android,21.452879562293322,0,7
AB06206,A组(对照组),25-34,男,iOS,133.17403633872684,0,3
AB06207,B组(实验组),18-24,男,Android,39.42741915339798,0,9
AB06208,A组(对照组),18-24,男,PC,232.26346949951014,1,3
AB06209,A组(对照组),18-24,女,Android,30.549517442870965,0,0
AB06210,A组(对照组),18-24,女,Android,31.264352257645474,0,4
AB06211,B组(实验组),25-34,男,Android,16.210408909947326,0,7
AB06212,B组(实验组),25-34,女,PC,1.1356046559724389,0,8
AB06213,A组(对照组),25-34,男,PC,9.180859328562988,0,7
AB06214,A组(对照组),35-44,女,PC,30.490841318386984,0,2
AB06215,A组(对照组),25-34,女,PC,5.251342980292868,0,4
AB06216,A组(对照组),45+,男,iOS,29.953396597400697,0,5
AB06217,B组(实验组),45+,女,Android,385.113134254326,0,2
AB06218,A组(对照组),45+,男,PC,44.12444236779932,0,8
AB06219,B组(实验组),25-34,女,iOS,14.16270137167793,1,1
AB06220,B组(实验组),25-34,男,PC,95.31044849130102,0,5
AB06221,B组(实验组),35-44,女,Android,4.097169577469649,0,4
AB06222,A组(对照组),45+,女,Android,66.77690806155688,0,2
AB06223,A组(对照组),45+,女,Android,53.998584785230484,0,6
AB06224,B组(实验组),18-24,女,iOS,157.99597423813506,0,3
AB06225,B组(实验组),18-24,男,Android,12.532648081954592,0,4
AB06226,B组(实验组),45+,女,PC,142.89329867388062,0,3
AB06227,B组(实验组),18-24,男,PC,75.64172881983566,0,3
AB06228,B组(实验组),45+,女,Android,173.20886183584386,0,4
AB06229,B组(实验组),35-44,女,Android,54.650257527729096,0,2
AB06230,B组(实验组),25-34,女,Android,22.470878614353047,0,4
AB06231,A组(对照组),35-44,男,Android,29.751925655590984,0,6
AB06232,A组(对照组),35-44,女,iOS,26.242414615318925,0,2
AB06233,A组(对照组),45+,女,PC,78.5598585003177,0,3
AB06234,A组(对照组),18-24,男,iOS,2.5273578841742586,0,8
AB06235,B组(实验组),45+,女,PC,94.44596254217113,0,6
AB06236,B组(实验组),45+,男,Android,99.32951508709681,1,4
AB06237,B组(实验组),45+,男,PC,32.810457587096415,0,4
AB06238,B组(实验组),35-44,女,iOS,103.97481139121771,0,2
AB06239,A组(对照组),45+,女,Android,62.05103291178374,0,3
AB06240,B组(实验组),18-24,女,Android,289.17521476240654,1,8
AB06241,B组(实验组),25-34,男,Android,42.21251258840464,0,2
AB06242,A组(对照组),35-44,男,Android,11.923436874597137,0,5
AB06243,B组(实验组),45+,女,Android,9.503656454622872,0,4
AB06244,A组(对照组),25-34,女,iOS,77.27047715235497,0,4
AB06245,B组(实验组),25-34,男,PC,7.326793999308786,0,6
AB06246,B组(实验组),25-34,女,PC,13.751422349798293,0,10
AB06247,A组(对照组),18-24,男,Android,82.58643614792594,0,2
AB06248,A组(对照组),25-34,女,PC,1.9732797255662822,0,3
AB06249,B组(实验组),18-24,女,iOS,63.3468194310064,0,4
AB06250,A组(对照组),45+,女,Android,111.47708512302577,1,9
AB06251,A组(对照组),45+,女,Android,29.70222291577122,0,11
AB06252,A组(对照组),25-34,女,Android,27.061498072208273,0,5
AB06253,B组(实验组),18-24,女,Android,14.325688629441292,0,3
AB06254,A组(对照组),18-24,女,Android,152.75599730326698,0,1
AB06255,A组(对照组),45+,女,Android,120.03128204742251,0,3
AB06256,A组(对照组),45+,女,PC,6.627835968976045,0,4
AB06257,A组(对照组),45+,男,Android,32.713799354203005,0,1
AB06258,B组(实验组),25-34,女,PC,9.548891453657602,0,4
AB06259,B组(实验组),35-44,男,iOS,316.7421142119939,1,4
AB06260,B组(实验组),18-24,男,Android,119.42947037454178,0,10
AB06261,B组(实验组),45+,女,iOS,71.507908586985,0,3
AB06262,A组(对照组),25-34,男,iOS,11.481175433963926,0,4
AB06263,A组(对照组),35-44,女,iOS,58.92877820305841,0,9
AB06264,A组(对照组),25-34,女,Android,212.8488519890864,0,5
AB06265,A组(对照组),25-34,男,PC,40.036363454169575,0,4
AB06266,A组(对照组),35-44,女,iOS,2.4379105697704113,0,6
AB06267,A组(对照组),45+,女,Android,113.44443112045984,0,6
AB06268,B组(实验组),35-44,女,Android,11.193612952646053,0,5
AB06269,B组(实验组),25-34,男,iOS,18.11019420440789,0,6
AB06270,A组(对照组),18-24,男,PC,17.316172515816348,0,4
AB06271,A组(对照组),35-44,男,iOS,7.062729548705542,0,3
AB06272,B组(实验组),25-34,女,iOS,80.6641760929477,0,2
AB06273,B组(实验组),25-34,男,iOS,17.18008681321212,0,0
AB06274,A组(对照组),45+,女,PC,86.43282622444627,0,7
AB06275,B组(实验组),45+,女,Android,2.2430648588991056,0,0
AB06276,B组(实验组),45+,女,PC,0.27121509708732117,0,4
AB06277,A组(对照组),18-24,男,Android,156.21649104638348,0,1
AB06278,B组(实验组),35-44,女,Android,0.8560128380420148,0,5
AB06279,A组(对照组),35-44,男,Android,23.87339742330811,0,5
AB06280,B组(实验组),35-44,男,iOS,62.17113032602515,0,9
AB06281,A组(对照组),18-24,女,iOS,1.3034026282252276,0,4
AB06282,B组(实验组),45+,男,Android,33.84547540754153,0,6
AB06283,A组(对照组),25-34,男,Android,248.37630102201567,0,4
AB06284,A组(对照组),35-44,男,Android,55.93937961450922,0,5
AB06285,B组(实验组),35-44,女,Android,12.816122471090123,0,5
AB06286,A组(对照组),35-44,女,iOS,38.03243572629916,0,7
AB06287,A组(对照组),18-24,女,iOS,57.30745257130076,0,6
AB06288,B组(实验组),18-24,男,PC,53.33976729968342,0,5
AB06289,B组(实验组),45+,女,iOS,15.127729464466611,0,3
AB06290,A组(对照组),35-44,女,PC,15.322654783688488,0,4
AB06291,A组(对照组),35-44,男,PC,10.604202651164588,0,4
AB06292,B组(实验组),35-44,女,Android,32.90606793829294,0,6
AB06293,A组(对照组),35-44,男,Android,14.780046864909401,0,2
AB06294,B组(实验组),25-34,男,PC,28.613999065162798,0,4
AB06295,B组(实验组),45+,女,PC,149.05074263448708,0,2
AB06296,A组(对照组),18-24,女,PC,43.8483287754464,0,4
AB06297,B组(实验组),18-24,女,Android,3.173968493528022,0,6
AB06298,A组(对照组),45+,男,iOS,40.424191147059304,0,9
AB06299,A组(对照组),18-24,男,Android,93.34327729219389,0,2
AB06300,A组(对照组),35-44,男,iOS,12.241285223502166,0,4
AB06301,A组(对照组),25-34,女,iOS,28.91508336648474,0,3
AB06302,B组(实验组),18-24,男,PC,25.847678036902654,0,2
AB06303,A组(对照组),18-24,男,PC,74.59726983894994,0,2
AB06304,A组(对照组),35-44,女,iOS,1.207431938596381,0,8
AB06305,B组(实验组),18-24,女,iOS,26.094419315454186,0,6
AB06306,B组(实验组),18-24,男,PC,116.32179211237053,0,6
AB06307,B组(实验组),18-24,男,Android,12.641103008009589,0,6
AB06308,A组(对照组),35-44,女,PC,6.785514355573089,0,5
AB06309,A组(对照组),25-34,男,PC,38.074340396960544,0,2
AB06310,B组(实验组),25-34,女,Android,56.78804787635141,0,6
AB06311,B组(实验组),45+,男,iOS,21.148860346513942,0,2
AB06312,B组(实验组),18-24,男,Android,76.59425504744405,0,7
AB06313,B组(实验组),25-34,男,iOS,55.51555061565919,0,2
AB06314,B组(实验组),25-34,男,Android,46.678320387200515,0,1
AB06315,A组(对照组),18-24,女,iOS,198.025377781581,0,5
AB06316,B组(实验组),35-44,男,PC,16.326480087823505,0,5
AB06317,B组(实验组),25-34,男,Android,3.688708235007035,0,4
AB06318,B组(实验组),25-34,男,Android,208.5166490052825,0,2
AB06319,B组(实验组),18-24,女,PC,14.512292316098954,0,3
AB06320,A组(对照组),25-34,男,iOS,4.387834953039016,0,3
AB06321,B组(实验组),35-44,女,PC,19.512798295073388,0,4
AB06322,B组(实验组),35-44,女,Android,235.7424164441947,1,8
AB06323,B组(实验组),45+,女,Android,52.49203995216951,0,5
AB06324,A组(对照组),45+,男,Android,84.15755664893058,0,4
AB06325,A组(对照组),25-34,男,Android,44.363168186842124,0,6
AB06326,B组(实验组),25-34,男,PC,16.90729518138017,0,2
AB06327,A组(对照组),18-24,男,iOS,80.39396434991457,0,6
AB06328,A组(对照组),45+,女,PC,98.57441386777703,0,5
AB06329,A组(对照组),25-34,男,iOS,189.12647937010797,0,13
AB06330,B组(实验组),35-44,男,iOS,14.422617903640662,0,6
AB06331,B组(实验组),35-44,男,iOS,186.29880478124983,0,2
AB06332,B组(实验组),18-24,女,iOS,209.7298306697593,0,5
AB06333,B组(实验组),18-24,女,PC,128.639837260506,1,6
AB06334,B组(实验组),25-34,女,Android,9.670178132104686,0,5
AB06335,B组(实验组),18-24,女,iOS,68.20764511471333,1,2
AB06336,B组(实验组),35-44,男,PC,66.78131874263148,0,3
AB06337,A组(对照组),45+,女,iOS,49.013076085953934,0,3
AB06338,A组(对照组),45+,男,Android,56.801917228901274,0,1
AB06339,A组(对照组),45+,女,PC,17.971324195352874,0,4
AB06340,B组(实验组),45+,男,iOS,105.83875877213178,0,5
AB06341,B组(实验组),25-34,女,iOS,162.56110091267277,0,7
AB06342,A组(对照组),45+,男,Android,35.52119714089463,0,3
AB06343,B组(实验组),25-34,女,Android,572.9642079277974,1,5
AB06344,B组(实验组),45+,男,Android,2.6862577895043853,0,3
AB06345,B组(实验组),45+,女,iOS,40.01677475423423,0,4
AB06346,B组(实验组),18-24,女,PC,58.21920951312813,0,2
AB06347,B组(实验组),18-24,女,Android,83.22574474142058,0,8
AB06348,A组(对照组),18-24,男,iOS,285.45364421178806,0,6
AB06349,A组(对照组),35-44,女,iOS,4.371101876686994,0,8
AB06350,B组(实验组),18-24,女,iOS,226.78597521742233,0,3
AB06351,A组(对照组),45+,男,Android,55.08917722849342,0,6
AB06352,B组(实验组),25-34,男,PC,55.89074617815458,0,6
AB06353,A组(对照组),18-24,女,Android,14.729550454246905,0,4
AB06354,A组(对照组),25-34,女,iOS,94.65172475852415,0,6
AB06355,A组(对照组),25-34,男,iOS,234.1876068742596,1,2
AB06356,A组(对照组),18-24,男,PC,51.30412811585155,0,4
AB06357,A组(对照组),18-24,男,iOS,203.2617704558726,0,2
AB06358,B组(实验组),25-34,女,Android,85.94845425099413,0,5
AB06359,B组(实验组),18-24,男,PC,62.59673406419456,0,6
AB06360,A组(对照组),45+,女,iOS,10.30238182682178,0,5
AB06361,A组(对照组),25-34,男,PC,126.10096108277709,0,5
AB06362,B组(实验组),25-34,女,Android,31.849105584291898,0,5
AB06363,B组(实验组),35-44,男,PC,124.49336188788048,0,2
AB06364,B组(实验组),45+,女,PC,31.927388679780883,0,3
AB06365,A组(对照组),45+,女,PC,64.49017355832704,0,3
AB06366,A组(对照组),25-34,女,Android,81.98331565746764,0,2
AB06367,B组(实验组),18-24,女,PC,61.47797132514317,0,7
