用户ID,订单ID,订单日期,订单金额,支付方式,配送方式
U01824,O157367,2022-02-20,229.3478999245431,支付宝,快递
U01824,O204473,2022-03-27,97.5372300458123,花呗,自提
U01825,O764743,2022-02-14,40.87470809891346,微信,快递
U01825,O650149,2022-04-05,23.096044472075054,微信,快递
U01825,O498814,2022-05-03,107.80903366925192,微信,同城配送
U01825,O994603,2022-05-09,43.77656121198125,花呗,自提
U01825,O343705,2022-06-23,12.76184149627761,银行卡,自提
U01825,O317934,2022-07-26,76.16849498414358,支付宝,自提
U01826,O812741,2022-02-19,95.60256747230385,花呗,快递
U01826,O290272,2022-03-10,10.0,花呗,快递
U01826,O357570,2022-04-01,67.07709561783494,银行卡,自提
U01827,O391223,2022-01-30,50.60397544412766,微信,同城配送
U01827,O523059,2022-02-01,16.899209178886288,支付宝,同城配送
U01827,O943781,2022-03-13,56.06766891817645,花呗,快递
U01827,O950951,2022-04-28,75.60375776963001,支付宝,自提
U01827,O258070,2022-05-08,13.108909869616868,微信,自提
U01827,O856121,2022-06-24,25.251779580019956,微信,自提
U01827,O810944,2022-08-16,191.0785009631106,支付宝,自提
U01827,O995969,2022-09-02,282.90633297764754,微信,自提
U01827,O237055,2022-09-20,29.919733241538516,支付宝,同城配送
U01827,O499850,2022-11-12,24.764342347507995,银行卡,快递
U01827,O376025,2022-11-17,68.83561470476106,银行卡,同城配送
U01828,O481329,2022-02-14,71.33803200488023,支付宝,自提
U01828,O153783,2022-03-09,17.919215657044273,支付宝,同城配送
U01828,O357755,2022-04-11,167.53076071133563,银行卡,自提
U01829,O786961,2022-02-26,20.188067571375033,花呗,快递
U01829,O276640,2022-04-15,18.06539514631462,银行卡,快递
U01829,O435079,2022-04-17,54.189392860454156,银行卡,快递
U01829,O147666,2022-05-16,174.35346459589994,花呗,快递
U01829,O221555,2022-06-21,33.31376924523388,支付宝,同城配送
U01830,O117830,2022-02-08,230.09058871849768,微信,自提
U01830,O483328,2022-02-19,115.45710535794015,支付宝,自提
U01830,O481462,2022-03-12,15.048808077115986,支付宝,快递
U01830,O380974,2022-04-16,178.90768339284688,微信,同城配送
U01830,O615705,2022-04-19,108.01410381543296,微信,自提
U01830,O539175,2022-06-15,40.0566053716964,支付宝,快递
U01830,O450715,2022-08-09,72.15035378300875,银行卡,自提
U01831,O521365,2022-02-28,57.88900162961621,支付宝,同城配送
U01831,O488638,2022-03-23,10.0,微信,同城配送
U01831,O907547,2022-04-08,22.640358320307442,支付宝,同城配送
U01831,O373295,2022-05-06,33.894478064021584,支付宝,同城配送
U01831,O691218,2022-07-01,101.38268657226695,花呗,自提
U01832,O655614,2022-01-26,315.82056804586176,花呗,同城配送
U01832,O687775,2022-03-22,183.74366478136838,微信,快递
U01832,O462006,2022-03-27,95.0932964726355,银行卡,自提
U01832,O845997,2022-04-22,246.34973357826644,支付宝,快递
U01832,O650109,2022-05-13,92.18017129353498,微信,自提
U01832,O754047,2022-06-25,40.07872211192313,支付宝,自提
U01832,O760249,2022-08-22,41.291330628044726,花呗,快递
U01832,O706082,2022-10-13,37.05504316128456,银行卡,快递
U01832,O418748,2022-11-09,284.9956145921368,银行卡,自提
U01833,O488256,2022-01-06,122.8285061281612,微信,快递
U01833,O577081,2022-02-08,254.02974476926235,银行卡,快递
U01833,O449330,2022-03-13,16.4288608789178,花呗,同城配送
U01833,O979518,2022-04-25,57.6840942626346,花呗,自提
U01833,O919744,2022-05-23,50.46537522339868,银行卡,同城配送
U01833,O724168,2022-07-20,13.371049701571065,微信,同城配送
U01833,O517044,2022-09-03,10.0,银行卡,同城配送
U01833,O516184,2022-10-06,34.71265616787774,花呗,同城配送
U01834,O846325,2022-01-26,41.26298819435288,支付宝,快递
U01834,O311765,2022-02-22,10.0,支付宝,自提
U01834,O290506,2022-04-03,24.40665788449083,微信,自提
U01835,O351900,2022-01-02,70.36190757106829,微信,快递
U01835,O518692,2022-02-06,21.288861206318867,支付宝,同城配送
U01835,O167186,2022-03-22,353.04281730801574,微信,快递
U01835,O966769,2022-05-14,30.337622095487475,花呗,同城配送
U01835,O592130,2022-07-02,42.33443062367481,微信,同城配送
U01835,O988923,2022-07-31,77.27734904133828,支付宝,自提
U01835,O895659,2022-09-28,56.509280932084415,支付宝,自提
U01835,O720479,2022-10-14,143.77785480292152,微信,同城配送
U01836,O935683,2022-01-22,93.08631988056243,微信,自提
U01836,O853654,2022-02-02,27.623983150076995,支付宝,快递
U01836,O976963,2022-03-15,134.03703611355667,支付宝,同城配送
U01836,O517223,2022-03-31,185.54260398979073,微信,快递
U01836,O955352,2022-05-17,63.765486585570315,支付宝,快递
U01837,O265376,2022-01-24,34.84871773062646,花呗,同城配送
U01837,O997842,2022-03-08,10.003279546434461,微信,自提
U01837,O102074,2022-05-01,50.474300361647835,支付宝,同城配送
U01837,O401533,2022-05-29,49.65589030373203,银行卡,自提
U01838,O242988,2022-02-21,78.57837452834724,支付宝,自提
U01838,O874104,2022-04-12,39.355103982170505,支付宝,快递
U01838,O401196,2022-04-23,141.2041945121229,支付宝,快递
U01838,O255884,2022-06-17,10.0,支付宝,同城配送
U01838,O237888,2022-07-20,18.928912678867782,微信,快递
U01838,O128552,2022-08-18,96.99198510900688,微信,快递
U01839,O235699,2022-01-08,34.42587185766608,花呗,同城配送
U01839,O732923,2022-02-28,391.8061903198664,支付宝,同城配送
U01839,O791319,2022-03-11,107.67405254739349,支付宝,自提
U01839,O794464,2022-03-22,50.67889616299627,支付宝,自提
U01840,O164353,2022-01-05,114.29365379996601,花呗,同城配送
U01840,O200540,2022-02-25,33.9853973694598,支付宝,自提
U01840,O341438,2022-04-02,39.83260731487165,支付宝,同城配送
U01840,O438390,2022-05-16,15.88626420266315,花呗,快递
U01841,O767122,2022-02-04,12.3389557353278,花呗,自提
U01841,O292721,2022-04-03,28.50368635305217,银行卡,同城配送
U01841,O830158,2022-04-13,79.72831885390008,银行卡,自提
U01841,O870968,2022-04-14,24.838844023209717,花呗,自提
U01841,O399763,2022-04-24,11.742832837802267,微信,同城配送
U01841,O890225,2022-05-11,132.73924905437374,花呗,自提
U01842,O708196,2022-02-17,1709.4479481170995,银行卡,快递
U01842,O494226,2022-03-28,178.43635927144456,微信,自提
U01842,O103644,2022-05-15,70.7770547775345,支付宝,快递
U01842,O773121,2022-05-24,141.81829293538183,花呗,快递
U01842,O726434,2022-07-21,63.058229569277984,微信,自提
U01842,O357932,2022-08-26,11.965372459515903,支付宝,自提
U01842,O157409,2022-09-16,28.863152445672657,支付宝,自提
U01842,O296805,2022-10-14,129.87441278092297,微信,同城配送
U01842,O450600,2022-10-26,77.84951925528195,花呗,自提
U01843,O980294,2022-01-17,79.82298356760539,支付宝,自提
U01843,O172205,2022-01-19,71.135903085372,花呗,同城配送
U01843,O918643,2022-02-25,110.1942885927049,支付宝,自提
U01843,O296103,2022-04-05,20.424030442689403,支付宝,自提
U01843,O436856,2022-04-23,36.8748792926054,花呗,同城配送
U01843,O572355,2022-04-30,65.70098897372405,花呗,快递
U01844,O670311,2022-01-04,204.09592240471312,支付宝,同城配送
U01844,O415332,2022-01-07,61.32855736697899,支付宝,同城配送
U01844,O263787,2022-03-05,25.35431185375455,微信,自提
U01845,O553170,2022-01-26,193.26722830394098,支付宝,同城配送
U01845,O267750,2022-02-07,34.64319750183109,支付宝,快递
U01845,O268416,2022-02-20,85.60890262293852,支付宝,快递
U01845,O647402,2022-03-18,104.72528095337971,微信,快递
U01845,O624395,2022-04-27,31.760780020870097,银行卡,快递
U01845,O856936,2022-06-17,47.262355923910306,支付宝,快递
U01846,O454262,2022-01-02,25.613647580311504,微信,自提
U01846,O251569,2022-01-17,101.99746128663499,花呗,同城配送
U01846,O128737,2022-02-15,94.31249994585252,银行卡,快递
U01846,O854024,2022-03-02,28.072048442630894,微信,自提
U01846,O413832,2022-04-15,10.0,微信,快递
U01846,O426630,2022-05-07,33.33861495311889,银行卡,快递
U01846,O294536,2022-05-25,49.97324152439489,支付宝,自提
U01846,O950366,2022-07-05,85.2139895068722,银行卡,自提
U01847,O564283,2022-01-11,40.49758574084438,微信,同城配送
U01847,O797661,2022-01-25,15.219430444393751,支付宝,同城配送
U01847,O840538,2022-03-02,118.13744867849326,支付宝,同城配送
U01847,O775401,2022-03-22,42.28758934203598,银行卡,快递
U01848,O393120,2022-01-07,68.80194929849874,花呗,快递
U01848,O827856,2022-01-21,38.824120115055244,支付宝,快递
U01848,O773943,2022-02-09,19.87991486441574,花呗,自提
U01848,O218422,2022-03-28,116.98022178939335,银行卡,快递
U01848,O458619,2022-05-01,55.13969917389591,支付宝,快递
U01849,O850444,2022-01-02,88.25776775727853,花呗,同城配送
U01849,O775212,2022-02-21,235.11029559249417,银行卡,同城配送
U01849,O183557,2022-03-10,24.30689251150761,微信,自提
U01849,O354079,2022-05-02,124.13777612915429,微信,同城配送
U01850,O770048,2022-01-30,40.2514340331854,银行卡,自提
U01850,O688663,2022-03-30,24.860908411083326,花呗,自提
U01850,O698089,2022-04-28,16.136537819239066,银行卡,快递
U01850,O633480,2022-04-30,72.07766956658556,支付宝,自提
U01850,O947901,2022-06-14,109.23736403204151,花呗,快递
U01850,O335924,2022-07-19,10.37186478987578,支付宝,同城配送
U01850,O832055,2022-07-31,25.100825168136016,支付宝,快递
U01851,O105953,2022-02-03,118.30016536583626,花呗,快递
U01851,O686739,2022-02-08,266.676459840019,花呗,快递
U01851,O684636,2022-03-02,70.67276384779744,花呗,同城配送
U01851,O952898,2022-03-13,319.6398938900116,银行卡,同城配送
U01851,O965917,2022-03-23,23.879105436510944,银行卡,自提
U01851,O814364,2022-05-16,16.98432139574805,花呗,自提
U01851,O589033,2022-06-07,422.4788520165168,银行卡,快递
U01851,O879254,2022-06-12,82.55141732959693,微信,自提
U01851,O674317,2022-06-23,139.97243147655396,支付宝,同城配送
U01851,O484547,2022-07-21,13.152535533477185,花呗,自提
U01851,O143347,2022-08-19,86.77432944826053,花呗,同城配送
U01851,O243003,2022-08-23,23.445119904412156,支付宝,自提
U01851,O985462,2022-10-13,28.57386792194898,微信,同城配送
U01852,O281102,2022-01-16,71.6872950926222,银行卡,快递
U01852,O810397,2022-03-16,70.03842168183348,银行卡,同城配送
U01852,O800439,2022-03-17,56.539215316569035,银行卡,同城配送
U01852,O208321,2022-03-30,52.56779881769365,微信,同城配送
U01852,O800391,2022-04-02,79.0216792555279,微信,自提
U01852,O472335,2022-05-17,29.27723747943714,花呗,快递
U01852,O785080,2022-06-11,10.0,银行卡,快递
U01853,O249773,2022-02-08,56.10133241658937,花呗,同城配送
U01853,O527983,2022-03-08,95.49035561683644,花呗,自提
U01853,O776177,2022-04-13,17.146712270331257,微信,同城配送
U01853,O697273,2022-05-31,17.68500388995581,银行卡,快递
U01853,O874864,2022-07-15,39.44003914139683,银行卡,同城配送
U01854,O521838,2022-02-07,360.208163925199,银行卡,自提
U01854,O137122,2022-02-11,24.34456589775453,支付宝,快递
U01854,O544906,2022-03-11,50.444539607143035,银行卡,快递
U01854,O982237,2022-05-07,89.09233948180558,银行卡,自提
U01854,O896633,2022-07-05,40.484529988040684,支付宝,同城配送
U01855,O263454,2022-01-28,203.8434382535098,微信,自提
U01855,O435720,2022-03-27,35.98371237392573,银行卡,同城配送
U01855,O868085,2022-04-20,125.83580133112324,支付宝,快递
U01855,O527793,2022-06-14,38.81106817415539,微信,自提
U01856,O331374,2022-01-10,103.54982025902603,银行卡,快递
U01856,O829272,2022-02-17,45.877245858448866,支付宝,自提
U01856,O174654,2022-03-07,52.55818403929704,银行卡,快递
U01856,O982775,2022-03-24,126.4482258733176,银行卡,快递
U01856,O933493,2022-04-18,72.95912797534261,微信,快递
U01856,O738264,2022-05-09,278.7248456008605,微信,自提
U01857,O808650,2022-01-26,37.28929769373912,花呗,同城配送
U01857,O359478,2022-03-25,110.50379625877343,微信,同城配送
U01857,O872964,2022-05-04,52.54680540178135,银行卡,快递
U01858,O861902,2022-01-27,12.268364019522231,微信,同城配送
U01858,O295386,2022-03-03,14.963775538694641,支付宝,自提
U01858,O271372,2022-04-27,16.005878439452793,花呗,自提
U01858,O714950,2022-05-28,44.682938358033155,花呗,自提
U01858,O559305,2022-07-10,29.48873182510974,花呗,快递
U01858,O555989,2022-09-02,178.34128567609034,花呗,同城配送
U01858,O756480,2022-10-14,279.2161485720685,花呗,自提
U01859,O395499,2022-02-28,50.984803108892685,支付宝,同城配送
U01859,O533667,2022-04-01,15.152525034174012,支付宝,快递
U01859,O589349,2022-05-04,39.11881404296119,微信,自提
U01859,O649664,2022-06-24,89.68574047488728,微信,同城配送
U01860,O141726,2022-02-25,97.11277535459253,微信,同城配送
U01860,O138442,2022-04-21,80.21428935912589,微信,快递
U01860,O408622,2022-06-18,10.0,银行卡,同城配送
U01860,O908842,2022-07-07,29.5036259816453,微信,自提
U01860,O510757,2022-07-13,123.71496262017497,银行卡,快递
U01861,O209875,2022-03-01,10.0,微信,同城配送
U01861,O634005,2022-04-20,28.94783125069248,花呗,自提
U01861,O851260,2022-05-25,239.23787173759737,微信,快递
U01862,O393040,2022-01-31,248.3794912174772,银行卡,同城配送
U01862,O172956,2022-02-01,35.94611386267437,微信,同城配送
U01862,O917126,2022-03-11,19.59417240028913,微信,自提
U01862,O277784,2022-04-14,77.52933885262686,支付宝,同城配送
U01862,O174854,2022-04-16,276.1580194316095,银行卡,同城配送
U01862,O281391,2022-04-22,33.76667411006562,微信,自提
U01862,O696052,2022-05-04,39.417610336280276,支付宝,快递
U01862,O847573,2022-05-13,84.03264125836803,花呗,自提
U01862,O159347,2022-05-20,46.426639129076456,银行卡,快递
U01863,O236411,2022-01-18,86.63829854465484,微信,快递
U01863,O580688,2022-01-20,34.79844568373688,微信,同城配送
U01863,O988572,2022-03-01,27.082793989796777,银行卡,同城配送
U01863,O316996,2022-04-08,35.49400524323514,微信,快递
U01863,O939610,2022-04-10,29.502759432964346,银行卡,自提
U01863,O924019,2022-05-20,30.21578831595564,微信,快递
U01863,O192447,2022-07-09,150.1094997561955,银行卡,同城配送
U01864,O647559,2022-03-01,72.69744102101778,花呗,同城配送
U01864,O431871,2022-03-27,16.690677450290284,微信,自提
U01864,O535427,2022-05-05,381.2079617873217,微信,自提
U01865,O566482,2022-01-20,182.1316682741186,银行卡,同城配送
U01865,O221385,2022-02-11,13.687249796855639,银行卡,快递
U01865,O377745,2022-03-03,42.66214365575036,支付宝,自提
U01865,O175469,2022-03-10,84.00004305785943,银行卡,自提
U01865,O122040,2022-04-17,16.532288352914613,银行卡,快递
U01865,O378748,2022-04-28,22.847568866288896,支付宝,自提
U01866,O597160,2022-01-22,39.66122191150633,微信,同城配送
U01866,O263663,2022-03-17,10.0,微信,自提
U01866,O916250,2022-04-25,62.75902801943328,支付宝,同城配送
U01866,O507142,2022-04-26,154.52790760864917,微信,快递
U01866,O451224,2022-05-08,54.49116948672062,微信,快递
U01866,O183123,2022-06-08,18.264952411129926,花呗,快递
U01866,O860120,2022-07-26,88.1201791979507,花呗,快递
U01867,O368492,2022-01-12,34.43965599005886,支付宝,自提
U01867,O746276,2022-02-26,158.5246970794916,支付宝,自提
U01867,O217296,2022-03-16,25.359621024466875,微信,自提
U01867,O210140,2022-04-26,82.41826293921949,花呗,自提
U01867,O110923,2022-05-20,17.809586707681706,银行卡,同城配送
U01867,O623142,2022-05-24,45.89377567163496,支付宝,自提
U01867,O464655,2022-06-07,123.72663832267659,支付宝,快递
U01868,O990616,2022-01-11,410.7814861021748,微信,自提
U01868,O309786,2022-01-18,43.749186880265725,花呗,快递
U01868,O295971,2022-03-15,56.62708325863326,支付宝,快递
U01868,O560022,2022-03-27,103.63757624781982,支付宝,自提
U01868,O869300,2022-04-19,10.0,微信,同城配送
U01869,O779425,2022-02-20,19.19501746345804,银行卡,自提
U01869,O953209,2022-03-20,88.40932360359417,支付宝,自提
U01870,O120972,2022-02-14,1099.6080105459794,花呗,同城配送
U01870,O929601,2022-04-09,81.50551013532503,微信,同城配送
U01870,O739326,2022-04-23,178.5661926486019,花呗,同城配送
U01870,O721785,2022-05-24,33.56291425560636,支付宝,自提
U01870,O902948,2022-05-29,33.79923823677224,支付宝,快递
U01871,O527304,2022-01-29,57.87452091950942,微信,快递
U01871,O804803,2022-03-17,62.33053690716175,微信,同城配送
U01871,O871105,2022-03-20,305.00491256515966,支付宝,快递
U01871,O973621,2022-04-29,97.2410525027107,微信,同城配送
U01871,O978005,2022-06-23,13.104544795797969,银行卡,快递
U01871,O126990,2022-07-20,98.62828905779304,微信,快递
U01872,O975180,2022-02-08,103.20417680971339,花呗,同城配送
U01872,O215968,2022-03-02,85.08879883708299,支付宝,同城配送
U01872,O834847,2022-03-03,20.940524119254192,支付宝,同城配送
U01872,O646084,2022-04-14,36.346817790318006,花呗,自提
U01873,O868587,2022-01-08,29.105723483423276,微信,自提
U01873,O844466,2022-02-01,29.17890285300579,银行卡,同城配送
U01873,O257310,2022-03-13,10.0,银行卡,自提
U01873,O766813,2022-05-08,45.274656759313935,支付宝,自提
U01873,O842070,2022-05-14,82.94990451230878,银行卡,快递
U01874,O255869,2022-02-26,12.612662363707917,花呗,自提
U01874,O373257,2022-04-04,115.81954860897008,支付宝,自提
U01874,O354645,2022-05-01,29.071383121028173,花呗,同城配送
U01874,O724130,2022-05-15,21.0589719199784,花呗,自提
U01875,O391987,2022-01-31,116.79458636022028,微信,快递
U01875,O139348,2022-02-04,140.35737222587116,银行卡,快递
U01875,O903143,2022-02-11,22.31623982253308,支付宝,同城配送
U01875,O771657,2022-03-29,203.58975659609237,支付宝,同城配送
U01875,O591076,2022-04-22,37.66795094432583,支付宝,自提
U01875,O298207,2022-05-14,107.71417062084973,微信,同城配送
U01876,O546763,2022-01-24,126.41321557474431,花呗,自提
U01876,O621862,2022-03-15,54.26897285063383,支付宝,同城配送
U01876,O504135,2022-04-24,22.23237108806759,花呗,自提
U01877,O632255,2022-02-13,11.209961985398783,微信,快递
U01877,O617125,2022-02-28,29.944341339068355,微信,同城配送
U01877,O824739,2022-04-01,110.9069970276395,支付宝,自提
U01877,O156421,2022-05-30,105.13819135284587,支付宝,同城配送
U01877,O475925,2022-07-16,21.696414815742706,微信,同城配送
U01877,O828357,2022-08-18,56.49563024076427,支付宝,快递
U01877,O878460,2022-08-23,176.81220283885568,微信,自提
U01878,O576478,2022-02-23,64.79615735057826,支付宝,快递
U01878,O689223,2022-04-08,18.344593052552916,支付宝,同城配送
U01878,O361040,2022-04-14,36.97754243809462,花呗,自提
U01878,O187972,2022-05-26,132.74069757948538,花呗,同城配送
U01878,O271940,2022-06-11,15.313449476938795,微信,快递
U01878,O567892,2022-07-26,58.773923607788824,支付宝,同城配送
U01878,O950965,2022-09-16,81.38066536861061,银行卡,同城配送
U01879,O222825,2022-02-14,61.910579085791184,支付宝,自提
U01879,O775714,2022-03-09,20.59833922030947,花呗,快递
U01879,O815106,2022-05-06,104.99026468580725,花呗,同城配送
U01879,O543830,2022-06-19,18.54320395113469,微信,快递
U01879,O992187,2022-07-10,93.86119789452933,微信,同城配送
U01880,O384026,2022-02-15,150.27811097306815,微信,同城配送
U01880,O350996,2022-04-05,180.60165172259843,微信,同城配送
U01880,O695576,2022-04-11,121.41824259557858,支付宝,同城配送
U01880,O787028,2022-06-08,68.43804765772062,花呗,自提
U01880,O606889,2022-06-28,131.11313778355378,支付宝,自提
U01880,O121640,2022-07-15,26.179621538772807,花呗,快递
U01880,O943368,2022-07-30,182.96999469142818,支付宝,快递
U01881,O955873,2022-01-24,123.75046256885493,银行卡,快递
U01881,O510127,2022-03-24,77.45769438697936,花呗,同城配送
U01881,O524046,2022-04-29,194.64080789427734,花呗,自提
U01881,O109004,2022-05-27,14.306010483151647,银行卡,自提
U01881,O120762,2022-07-18,188.81687306739622,微信,同城配送
U01881,O138711,2022-07-21,20.506801605517285,银行卡,快递
U01882,O811748,2022-01-26,19.60500424185739,微信,同城配送
U01882,O328708,2022-02-18,163.98171845233963,微信,自提
U01882,O756129,2022-04-02,10.0,支付宝,自提
U01883,O150285,2022-01-24,19.71776828879545,微信,自提
U01883,O488780,2022-01-25,157.72361244124684,花呗,自提
U01883,O426767,2022-03-09,50.20736939634228,微信,同城配送
U01883,O701791,2022-05-03,103.09395127915619,银行卡,快递
U01883,O985232,2022-05-17,66.0396554004774,支付宝,自提
U01883,O321440,2022-06-27,22.755767912765634,花呗,快递
U01884,O511501,2022-01-21,50.139676013987746,微信,自提
U01885,O113475,2022-02-02,66.79105167775684,支付宝,同城配送
U01885,O766573,2022-03-10,216.06329082447303,微信,自提
U01885,O518306,2022-03-30,695.2102735928471,微信,同城配送
U01885,O223365,2022-04-13,419.6794709166128,微信,同城配送
U01885,O425577,2022-05-08,53.60872318893174,支付宝,自提
U01885,O617279,2022-06-18,30.226514375272544,银行卡,同城配送
U01886,O115044,2022-02-02,74.5389254490895,支付宝,快递
U01886,O978271,2022-03-09,38.795736928318405,微信,自提
U01886,O563939,2022-03-21,25.736430209645142,银行卡,同城配送
U01886,O974013,2022-05-05,77.3212415411162,微信,快递
U01886,O904073,2022-06-06,14.12226644266187,花呗,自提
U01886,O560205,2022-06-30,25.45912015827722,银行卡,自提
U01886,O124421,2022-07-21,399.4720970934866,微信,自提
U01886,O297420,2022-07-27,39.00046499078595,花呗,自提
U01886,O772856,2022-09-02,10.0,支付宝,同城配送
U01886,O210326,2022-09-13,16.63220655999313,银行卡,自提
U01886,O471631,2022-10-28,435.9227006986852,支付宝,快递
U01887,O750950,2022-01-27,43.737230756262306,银行卡,快递
U01887,O850977,2022-03-17,69.26737221966586,支付宝,同城配送
U01887,O512785,2022-05-08,94.85486566304829,微信,快递
U01887,O711568,2022-06-26,18.15519522088267,微信,快递
U01887,O545121,2022-08-23,28.07210387460419,花呗,自提
U01887,O682185,2022-09-21,119.07248820956306,花呗,自提
U01887,O991629,2022-10-23,143.3578699050757,银行卡,自提
U01887,O594908,2022-12-05,23.1602444552514,银行卡,快递
U01887,O909523,2023-01-15,128.63080526433978,银行卡,快递
U01888,O430802,2022-01-12,16.73752233928794,支付宝,自提
U01888,O793520,2022-02-18,53.4154788089979,花呗,自提
U01888,O311748,2022-03-19,11.844183101463537,支付宝,自提
U01888,O101089,2022-04-27,39.2367258713347,微信,快递
U01888,O159476,2022-06-03,16.794124647189964,花呗,同城配送
U01888,O146939,2022-07-22,167.84190720284965,微信,快递
U01889,O616506,2022-02-16,195.25797500985468,微信,快递
U01889,O221295,2022-03-21,17.01875393933615,微信,快递
U01889,O764810,2022-05-07,174.10657944710397,支付宝,快递
U01889,O627200,2022-06-10,27.66623576522707,支付宝,快递
U01890,O369570,2022-02-07,17.351602671548434,微信,自提
U01890,O110096,2022-02-15,10.0,微信,同城配送
U01890,O586579,2022-04-06,152.33623899443137,银行卡,自提
U01890,O838505,2022-04-29,46.76323731637492,银行卡,快递
U01890,O520006,2022-06-14,11.07705437161764,花呗,快递
U01890,O689831,2022-06-25,60.05671307275936,微信,自提
U01890,O515490,2022-08-19,10.0,银行卡,自提
U01890,O378775,2022-09-03,63.918457407593664,微信,自提
U01891,O334236,2022-02-23,391.344000337102,银行卡,同城配送
U01891,O804007,2022-04-18,13.742619790159313,花呗,同城配送
U01891,O178530,2022-06-14,26.19594799434795,花呗,同城配送
U01891,O248174,2022-06-28,49.6487711966886,支付宝,同城配送
U01891,O277106,2022-08-22,10.50641579993069,花呗,同城配送
U01892,O980871,2022-02-21,10.874169794408548,花呗,快递
U01892,O552489,2022-03-23,131.32653956587302,微信,快递
U01892,O457016,2022-04-03,85.3705008337737,银行卡,同城配送
U01892,O930062,2022-05-18,82.06838841986065,微信,快递
U01892,O859347,2022-06-15,72.9274838070825,花呗,快递
U01893,O881887,2022-01-21,88.66065269655445,支付宝,同城配送
U01893,O781249,2022-02-01,215.33866330832385,银行卡,自提
U01893,O472979,2022-03-15,120.83588257240689,银行卡,同城配送
U01893,O249018,2022-04-10,97.55282265272531,微信,同城配送
U01893,O656166,2022-06-01,313.7560043007035,银行卡,自提
U01893,O667205,2022-07-07,43.62848136174034,花呗,自提
U01894,O755109,2022-01-26,60.88316035373469,支付宝,快递
U01894,O801157,2022-03-19,21.315989516892582,花呗,自提
U01894,O469389,2022-03-26,316.941984711845,支付宝,同城配送
U01894,O166470,2022-05-21,26.046522582783187,微信,快递
U01894,O344610,2022-07-18,67.85486254700434,银行卡,同城配送
U01894,O562311,2022-08-10,12.838451440553929,花呗,快递
U01895,O923022,2022-01-03,61.674167923546364,银行卡,自提
U01895,O367404,2022-01-06,337.6977891565676,支付宝,同城配送
U01895,O850886,2022-03-06,125.19748353874927,支付宝,同城配送
U01895,O808681,2022-03-23,29.48640372704149,花呗,快递
U01895,O496091,2022-03-27,66.34225541886003,微信,同城配送
U01895,O986778,2022-05-13,23.779527390449182,微信,同城配送
U01896,O445283,2022-01-12,22.504836934980585,花呗,自提
U01896,O333543,2022-01-13,61.85450176407978,花呗,同城配送
U01896,O420822,2022-02-02,157.6137538031852,花呗,自提
U01896,O890368,2022-02-08,10.0,支付宝,快递
U01896,O654306,2022-03-14,471.531330977999,支付宝,同城配送
U01897,O367310,2022-01-23,10.0,支付宝,同城配送
U01897,O700232,2022-02-20,26.40003280469406,微信,快递
U01897,O266144,2022-03-25,75.22794810504631,银行卡,同城配送
U01897,O274000,2022-03-31,86.686508481345,花呗,同城配送
U01897,O934846,2022-04-04,71.1231805060225,银行卡,快递
U01897,O988090,2022-04-11,16.234683902279656,支付宝,自提
U01897,O518900,2022-05-08,90.62675835882784,微信,自提
U01898,O172762,2022-02-05,31.029898270838274,支付宝,快递
U01898,O892192,2022-03-11,20.951733298234913,花呗,自提
U01898,O522829,2022-04-17,52.49647163740607,微信,同城配送
U01898,O738092,2022-06-08,377.0180808851862,花呗,快递
U01898,O192929,2022-07-01,33.59827868720371,微信,自提
U01898,O547949,2022-07-06,20.371391317857256,银行卡,同城配送
U01899,O751881,2022-01-03,17.595992509188598,花呗,同城配送
U01899,O810592,2022-02-12,39.30523321768866,支付宝,同城配送
U01899,O425513,2022-03-23,10.0,支付宝,同城配送
U01899,O487469,2022-05-02,167.93673504040126,花呗,自提
U01899,O679196,2022-06-27,107.32572222125101,支付宝,同城配送
U01899,O329148,2022-08-02,39.71887170171716,银行卡,自提
U01900,O836568,2022-02-20,249.28196016197762,微信,同城配送
U01900,O791042,2022-03-03,32.51441892828345,银行卡,同城配送
U01900,O408889,2022-04-02,124.22074539662613,银行卡,快递
U01900,O822907,2022-05-08,21.592655199855624,支付宝,同城配送
U01900,O677277,2022-06-03,150.31660335826763,花呗,快递
U01900,O652605,2022-07-02,161.53486598166575,支付宝,同城配送
U01901,O366087,2022-01-29,190.86365195272697,花呗,自提
U01901,O731948,2022-03-07,27.855114872137033,微信,同城配送
U01901,O225623,2022-03-31,125.76197904847018,银行卡,自提
U01901,O736652,2022-04-02,37.042143731517214,花呗,快递
U01901,O244122,2022-05-25,35.379958894079685,花呗,自提
U01901,O336064,2022-07-21,39.74464034068481,支付宝,同城配送
U01902,O682896,2022-01-08,134.28760103923224,支付宝,快递
U01902,O461290,2022-02-11,114.81324190655923,支付宝,快递
U01902,O602657,2022-03-04,37.89264444844934,微信,自提
U01902,O730114,2022-03-23,122.83048017388086,微信,同城配送
U01902,O144509,2022-05-07,238.67817605956424,银行卡,同城配送
U01902,O652450,2022-06-01,49.06433661776125,花呗,同城配送
U01902,O545466,2022-06-08,28.078538942572912,微信,快递
U01902,O476348,2022-07-09,157.90336767896036,微信,同城配送
U01903,O845314,2022-02-05,58.545692669570506,支付宝,快递
U01903,O390614,2022-02-13,22.464574636371978,银行卡,快递
U01903,O288060,2022-02-14,10.0,支付宝,同城配送
U01903,O776954,2022-03-11,23.75004900037435,银行卡,自提
